field1,field2,field3,field4,field5,field6,X_impact
1.9315,2.5292,1.4359,0.0,-1.2806,0.7741,-1.26113
0.85833,2.5552,1.9785,0.0,-1.6143,4.2752,-1.69815
1.9279,0.0,1.2544,2.7194,1.8196,-3.121,1.89507
0.0,1.9416,2.6828,1.1455,1.8268,3.4826,1.68268
2.511,0.93824,0.0,2.0,-1.0021,-2.6671,-1.09771
2.0417,0.10973,0.0,1.9695,-0.20559,-4.6058,-0.17783
1.9307,2.8189,1.9932,0.0,-1.0394,1.1042,-1.07887
0.0,1.9845,2.3587,0.72132,0.70413,2.5639,0.68007
0.0,0.42226,2.2862,1.9992,4.8854,0.86539,4.1017
1.9946,0.0,0.68402,2.4548,1.3233,-4.5123,1.37201
2.0,0.0,0.60052,2.3832,1.0016,-4.0355,1.09414
1.8963,2.7842,1.5003,0.0,-2.3738,1.7296,-2.26633
1.9517,0.090905,0.0,1.9028,-0.099323,-2.9409,-0.09711
2.061,0.12937,0.0,1.9747,-0.25239,-4.7635,-0.22185
1.9777,2.6812,1.2718,0.0,-2.4219,1.3331,-2.36568
2.7148,1.8643,0.0,1.9359,-0.93216,-1.0026,-0.90296
1.9868,0.0,0.81813,2.5263,1.4627,-4.1327,1.56843
0.0,1.9998,2.3799,0.57468,1.0682,4.4294,0.85744
1.6966,2.8161,1.448,0.0,-4.5362,3.7813,-4.29765
0.0,1.6874,1.9701,0.6818,0.35937,1.3136,0.35563
1.9532,2.6824,1.1795,0.0,-3.11,1.6499,-3.03081
0.075147,2.0099,1.9612,0.0,-0.13462,4.438,-0.18999
1.2286,0.0,1.9526,2.6956,2.907,-1.6067,3.07223
1.8959,0.0,1.0875,2.3529,0.62299,-1.4694,0.70115
1.9548,2.6712,1.1427,0.0,-3.2579,1.6724,-3.1854
0.0,1.2879,2.6724,1.9864,2.2548,1.237,2.13612
1.9283,2.0955,0.32528,0.0,-2.6585,0.31809,-2.91633
1.9599,2.6035,0.93219,0.0,-4.4713,1.8872,-4.1157
1.3397,2.786,1.7954,0.0,-3.0808,4.3334,-3.16558
1.0477,0.0,1.9242,2.6682,4.5984,-2.2742,4.43841
2.4314,1.995,0.0,0.63153,-4.9128,-1.3399,-4.51851
0.21992,0.0,1.9866,2.1349,4.888,-0.44396,3.91147
2.803,1.3769,0.0,1.7364,-3.7417,-4.8746,-3.7654
1.901,2.7473,1.3161,0.0,-3.1309,1.9753,-3.06616
0.41705,0.0,1.97,2.2017,3.077,-0.48948,3.42329
1.9973,2.4055,0.72823,0.0,-2.9748,0.85362,-2.9794
1.9994,0.0,0.82394,2.4837,1.0748,-3.1956,1.14175
1.6104,2.7632,1.9776,0.0,-1.2006,1.6558,-1.22384
2.808,1.7297,0.0,1.4095,-4.5408,-3.5873,-4.54866
0.0,1.5991,2.2676,1.4591,0.74265,0.86985,0.75107
2.16,1.9835,0.0,0.27685,-4.2176,-0.47056,-3.98034
0.0,1.9398,2.2513,0.66128,0.51977,2.1447,0.47994
2.612,1.9589,0.0,0.95535,-4.3175,-1.866,-4.28304
1.6594,2.8278,1.605,0.0,-3.2225,3.095,-3.21629
0.0,1.9549,2.6328,1.0097,1.8452,4.0345,1.64857
1.301,2.7323,1.9242,0.0,-1.7892,2.946,-1.81672
2.8178,1.5588,0.0,1.771,-2.4141,-2.8367,-2.39356
1.3572,0.0,1.7985,2.788,4.1052,-2.9482,4.18863
2.6062,1.0556,0.0,1.9863,-1.3275,-2.9601,-1.40297
2.5033,1.2374,0.0,1.9657,-0.76819,-1.5781,-0.76152
1.8084,2.8121,1.5526,0.0,-2.6523,2.1778,-2.5368
2.8258,1.5312,0.0,1.6457,-3.7829,-4.1132,-3.86256
0.0,1.0987,2.6269,1.9819,2.91,1.3706,2.85626
0.0,1.988,2.7453,1.5836,1.1431,1.636,1.05899
0.0,0.84669,2.5587,1.9731,4.6321,1.7492,4.2799
0.0,1.7071,2.8161,1.4603,3.5301,4.232,3.43687
1.218,0.0,1.8517,2.7465,4.6246,-2.849,4.49299
1.9042,2.8093,1.6799,0.0,-1.7937,1.4882,-1.71433
1.7889,2.3018,1.2311,0.0,-1.1628,0.62855,-1.14585
1.9483,2.6573,1.0723,0.0,-3.7842,1.848,-3.64435
0.0,1.9892,2.7813,1.7421,1.0995,1.3784,1.02438
1.3312,1.7779,0.92454,0.0,-0.81519,0.4722,-0.73567
1.4847,0.0,1.8792,2.7871,2.5386,-1.8592,2.65534
1.1046,0.0,1.9601,2.6556,3.3436,-1.6479,3.56747
2.7754,1.3386,0.0,1.8355,-2.5811,-3.7671,-2.6065
0.0,0.18096,2.0972,1.9784,4.5771,0.33734,3.99613
0.013395,0.0,1.7469,1.7528,1.98,-0.0093773,2.71598
2.6856,1.9116,0.0,1.0819,-4.6213,-2.3911,-4.51876
1.976,0.0,0.21345,2.1116,0.36039,-4.2068,0.43149
0.35096,0.0,1.9952,2.2293,4.6926,-0.68118,4.01206
0.0,1.8104,2.7837,1.3482,2.8413,4.0245,2.65908
2.1179,1.9814,0.0,0.20781,-4.5682,-0.38698,-3.89157
2.8123,1.4127,0.0,1.7005,-4.0445,-4.9906,-4.03959
1.9786,0.0,0.45126,2.2341,0.55378,-3.1836,0.68279
1.6199,0.0,1.6115,2.8284,3.4272,-3.4484,3.6401
2.8204,1.6744,0.0,1.8356,-1.7823,-2.0279,-1.78964
0.84593,2.1038,1.7534,0.0,-0.45034,1.3312,-0.48849
2.0924,1.981,0.0,0.16515,-4.9035,-0.33381,-3.90673
2.3523,1.9999,0.0,0.51819,-4.8165,-1.0561,-4.38502
1.0017,0.0,1.9596,2.4096,1.815,-0.68798,1.92336
1.2684,0.0,1.8567,2.7552,4.0429,-2.5754,4.14087
1.6667,0.0,1.6036,2.8276,3.0388,-3.1846,3.24488
0.0,1.9393,1.9921,0.089176,0.12452,3.6049,0.06263
2.6748,1.0495,0.0,1.9146,-2.4405,-4.8667,-2.43109
2.6014,1.1362,0.0,1.9971,-1.1173,-2.3937,-1.19152
1.9898,0.0,0.27481,2.1728,0.53255,-4.709,0.57605
2.7102,1.2511,0.0,1.9408,-1.6987,-2.9698,-1.75518
2.7956,1.4838,0.0,1.8477,-2.0724,-2.7488,-2.06469
2.2014,1.9787,0.0,0.37954,-3.4599,-0.51193,-3.78374
0.5978,0.0,1.9803,2.2999,2.7791,-0.63236,3.1271
2.7652,1.3437,0.0,1.8703,-2.2049,-3.3151,-2.26373
1.9531,0.0,1.0476,2.6459,1.8157,-3.8272,1.96791
1.2447,2.6793,1.9735,0.0,-1.389,2.5618,-1.35769
0.0,1.3012,2.7772,1.8049,4.603,3.1547,4.32646
2.6748,1.1612,0.0,1.9563,-1.6346,-3.1427,-1.68967
1.9646,2.5726,0.85635,0.0,-4.9688,1.9285,-4.35563
0.30356,0.0,1.9898,2.1885,4.4907,-0.55711,3.92073
0.98715,0.0,1.939,2.6396,4.7185,-2.1673,4.47188
0.67858,2.2785,1.9526,0.0,-0.55685,2.2242,-0.56877
1.9784,2.6137,1.0367,0.0,-3.2483,1.4579,-3.17885
2.5999,1.051,0.0,1.9887,-1.2918,-2.9108,-1.37043
1.793,0.0,1.3577,2.7894,3.0175,-4.1801,3.18659
0.96939,0.0,0.29039,1.1257,0.15284,-0.67476,0.16128
1.1926,1.1877,0.0,0.010709,-0.94426,-0.0053626,-1.00482
0.0,1.8975,1.9023,0.008706,0.010198,3.1187,-0.04367
0.0,1.7615,2.8029,1.4094,3.1457,4.0866,3.02123
0.0,1.9054,2.7776,1.4813,1.6979,2.3859,1.61135
2.7635,1.9811,0.0,1.6262,-1.6077,-1.1755,-1.64645
0.0,1.6475,1.7748,0.30697,0.16938,1.4613,0.14916
0.0,0.23398,2.1276,1.9787,4.2161,0.39651,3.92015
0.0,1.9815,2.1828,0.32956,0.49645,3.8032,0.39776
0.0,2.0,2.5057,0.9276,0.99478,2.681,0.98535
2.6275,1.3093,0.0,2.0,-0.99946,-1.872,-1.03801
1.9181,0.0,1.1053,2.688,2.2213,-4.2446,2.36731
2.075,0.2707,0.0,1.9316,-0.28471,-2.8336,-0.32486
1.5187,0.0,1.6006,2.8271,4.9197,-4.6371,4.65565
1.2294,2.7515,1.8443,0.0,-2.9138,4.6548,-3.00253
1.7824,2.7944,1.3762,0.0,-4.1435,3.0595,-4.02157
1.9478,0.0,0.38239,2.1491,0.39479,-2.7732,0.51779
1.8736,0.14947,0.0,1.8056,-0.1099,-2.0753,-0.11663
1.5825,0.56532,0.0,1.3213,-0.28382,-0.91312,-0.27809
0.0,1.8781,2.8126,1.6619,1.6165,1.9284,1.47123
1.7034,0.0,1.6242,2.827,2.6483,-2.8112,2.77667
1.7795,0.0,1.6683,2.825,2.0559,-2.2425,2.08422
2.7544,1.4747,0.0,1.9503,-1.4279,-2.1202,-1.46428
0.0,1.1493,2.6995,1.9182,3.9005,2.1162,3.82887
1.9832,0.0,0.77744,2.3765,0.71276,-2.4161,0.77479
1.4042,0.0,1.7301,2.8073,4.6047,-3.6227,4.50817
1.7794,2.7851,1.3117,0.0,-4.9653,3.5068,-4.58869
1.711,0.0,1.4054,2.8101,3.9276,-4.9125,3.94741
1.7674,1.5947,0.0,0.41577,-1.3052,-0.21777,-1.51238
0.0,1.5877,2.8222,1.75,2.7868,2.4638,2.66935
2.4979,1.9981,0.0,0.97138,-2.3785,-0.90695,-2.45764
0.0,0.17573,2.0073,1.9142,2.8543,0.18567,3.45678
1.9973,0.0,0.46285,2.2937,0.78868,-4.1695,0.88421
0.0,1.5727,2.8243,1.7093,3.1404,2.8359,3.06206
1.4343,0.0,0.56421,1.6822,0.28224,-1.0295,0.28479
0.0,0.35617,1.6439,1.4934,1.1843,0.18118,1.25389
0.16772,0.88894,0.78969,0.0,-0.091838,0.55518,0.02907
2.8155,1.7801,0.0,1.5458,-2.8576,-2.391,-2.83298
1.6564,2.8243,1.5128,0.0,-4.2216,3.8013,-4.07167
0.0,1.783,1.9377,0.36023,0.22783,1.7619,0.19207
0.0,1.8357,2.7549,1.2316,3.044,4.8142,2.76802
2.8277,1.5631,0.0,1.6244,-3.775,-3.9477,-3.85538
0.0,0.24428,2.1225,1.9726,3.87,0.37371,3.82169
0.55739,0.0,1.245,1.5122,0.84459,-0.28232,0.76985
0.0,0.98013,2.62,1.9588,4.1324,1.828,4.03129
1.6525,2.0014,0.8316,0.0,-1.1817,0.42402,-1.1436
1.9937,2.4587,0.91912,0.0,-2.3389,0.83135,-2.26859
1.3226,2.7808,1.805,0.0,-3.0356,4.3605,-3.12777
2.8276,1.5991,0.0,1.6614,-3.1122,-3.2593,-3.06682
2.8246,1.6646,0.0,1.5274,-3.9494,-3.5714,-4.02503
1.7658,2.8284,1.7569,0.0,-1.921,1.9075,-1.79455
0.0,0.44725,2.2268,1.976,3.1248,0.53635,3.3803
0.0,1.3058,2.7479,1.8949,3.2566,2.0519,3.1491
0.0,0.93676,2.6071,1.9578,4.5119,1.9197,4.24998
0.19501,2.0701,1.9552,0.0,-0.26742,3.5416,-0.27586
0.0,1.6805,2.828,1.6372,2.7534,2.8444,2.57928
1.851,0.0,1.2506,2.7536,2.7198,-4.3036,2.86301
1.9342,2.6641,1.0574,0.0,-4.2395,2.086,-4.00504
0.69198,0.0,1.9924,2.4646,4.6751,-1.3987,4.25578
0.0,1.9489,2.6817,1.1631,1.7173,3.2604,1.60817
1.3644,0.0,1.8511,2.7753,3.3949,-2.3363,3.59841
0.22375,2.136,1.9861,0.0,-0.4426,4.8038,-0.42239
0.24559,2.0748,1.9403,0.0,-0.28039,3.0373,-0.27742
0.10463,0.0,1.9218,1.9803,3.1831,-0.12577,3.5803
1.7997,0.0,1.291,2.7767,3.3005,-4.8298,3.39253
0.0,0.63583,2.4094,1.9995,4.1029,1.0879,3.95493
2.8194,1.4534,0.0,1.6683,-4.1991,-4.9096,-4.19866
1.8923,2.7322,1.2284,0.0,-3.7872,2.2546,-3.68076
1.2433,2.6311,1.9975,0.0,-1.0935,2.1336,-1.0934
1.2612,0.0,1.9627,2.695,2.6516,-1.4827,2.79783
1.4493,2.804,1.7841,0.0,-2.7018,3.4753,-2.78654
2.5057,0.81666,0.0,1.9947,-1.2572,-3.6581,-1.33061
2.352,0.54582,0.0,1.9998,-0.94468,-4.1881,-0.94473
2.7693,1.8259,0.0,1.2898,-4.3539,-2.9028,-4.38618
2.7819,1.836,0.0,1.3773,-3.4718,-2.4463,-3.47457
0.26747,2.1027,1.9524,0.0,-0.32482,3.1935,-0.32999
0.028655,1.974,1.9553,0.0,-0.052371,4.5154,-0.12092
1.77,2.8267,1.6907,0.0,-2.178,2.0469,-2.05767
0.0,1.3213,2.7398,1.9187,2.9142,1.8096,2.80383
2.7919,1.8657,0.0,1.9999,-1.0068,-1.1463,-0.99951
1.989,0.0,0.25371,2.1592,0.50359,-4.8107,0.54317
1.8425,2.7575,1.2554,0.0,-4.4108,2.8211,-4.21385
1.3786,0.0,1.8424,2.7803,3.3942,-2.38,3.60001
2.6688,1.9385,0.0,1.0854,-3.9229,-1.9651,-3.96152
2.1114,1.9648,0.0,0.24725,-3.5842,-0.34486,-3.75614
1.1901,2.7272,1.8841,0.0,-2.4734,4.2426,-2.60346
1.7393,2.8161,1.5002,0.0,-3.4825,2.9141,-3.43296
1.972,2.5462,1.329,0.0,-1.5129,0.80598,-1.485
2.467,0.69754,0.0,1.9924,-1.3969,-4.6347,-1.39568
2.7852,1.3518,0.0,1.8068,-2.8691,-4.0402,-2.89293
2.8191,1.7202,0.0,1.5102,-3.5706,-3.0553,-3.61229
0.0,1.9609,2.6287,1.0154,1.7434,3.8303,1.57361
1.1948,2.6728,1.9675,0.0,-1.4827,2.8218,-1.47392
0.0,1.6839,2.822,1.506,3.4935,3.9809,3.43316
2.5787,0.89404,0.0,1.9705,-1.7387,-4.3623,-1.72743
1.098,0.0,1.9009,2.696,4.746,-2.521,4.53148
1.9706,2.7566,1.5529,0.0,-1.8084,1.2629,-1.726
0.0,1.9955,2.424,0.80159,0.83301,2.6693,0.81702
0.95594,0.0,1.9745,2.5939,3.7847,-1.5889,3.92803
1.6051,2.8281,1.567,0.0,-4.1049,3.9925,-3.98003
1.9243,0.0,0.023531,1.9382,0.032231,-3.5503,0.06111
1.5308,2.8185,1.7429,0.0,-2.7404,3.2125,-2.79694
2.5373,1.9719,0.0,1.3042,-1.5384,-0.79979,-1.61543
2.5752,1.967,0.0,0.87162,-4.7053,-1.8463,-4.50493
1.7374,0.0,0.22792,1.8347,0.14194,-1.7377,0.1984
1.8643,0.0,1.205,2.7389,2.7105,-4.5007,2.84918
2.6977,1.5302,0.0,1.9998,-1.016,-1.5626,-1.03729
0.92508,0.0,1.9767,2.5807,3.8959,-1.58,3.99993
1.3886,2.8021,1.7506,0.0,-3.4261,4.4778,-3.43581
1.1191,0.0,1.8908,2.7067,4.7895,-2.619,4.55823
0.012794,0.0,1.9588,1.9673,4.8269,-0.025303,3.89353
1.0135,0.0,1.9313,2.6534,4.7162,-2.2423,4.48215
2.5816,1.9931,0.0,1.2948,-1.7096,-0.88455,-1.83022
0.20649,2.064,1.9466,0.0,-0.259,3.2883,-0.26314
1.9714,2.6455,1.1124,0.0,-3.0792,1.4987,-3.00529
1.8607,2.7352,1.1823,0.0,-4.827,2.8667,-4.44909
1.9911,0.0,0.77353,2.4999,1.3817,-4.1629,1.47479
0.0,1.9352,2.0274,0.16403,0.19996,3.2161,0.14831
1.053,0.0,1.9786,2.4638,1.8905,-0.76243,1.98391
1.4097,0.0,0.69955,1.7253,0.35016,-0.95587,0.35803
2.7825,1.8927,0.0,1.4831,-2.4589,-1.775,-2.4244
2.7712,1.3166,0.0,1.8362,-2.6547,-3.9409,-2.65162
2.828,1.691,0.0,1.6463,-2.7292,-2.6387,-2.69252
1.9072,2.6979,1.1186,0.0,-4.3838,2.3506,-4.13271
1.3057,2.7735,1.8214,0.0,-2.8915,4.2684,-3.00406
1.9811,2.7411,1.5296,0.0,-1.7854,1.2059,-1.70715
1.5708,2.8259,1.6792,0.0,-3.116,3.3767,-3.16039
1.1587,2.7129,1.8981,0.0,-2.3697,4.2327,-2.4957
2.6673,1.9309,0.0,1.0606,-4.2995,-2.1308,-4.27777
0.0,0.26738,1.8546,1.7408,1.7141,0.16478,2.14102
2.4437,0.66447,0.0,1.9955,-1.3,-4.568,-1.28745
2.8121,1.6576,0.0,1.8778,-1.6232,-1.9423,-1.64333
2.8126,1.7285,0.0,1.45,-4.0778,-3.3197,-4.15744
0.52409,0.0,1.997,2.3202,3.7825,-0.79971,3.77562
0.55303,0.0,1.9553,2.2335,2.4845,-0.50883,2.87224
0.46599,0.0,1.1127,1.3495,0.75378,-0.24035,0.59324
0.0,1.0012,2.5505,1.9987,2.6755,1.0906,2.68413
1.7382,2.8168,1.5061,0.0,-3.4443,2.8969,-3.39731
2.8218,1.8189,0.0,1.6691,-2.1023,-1.8667,-2.10223
1.6574,2.8277,1.7113,0.0,-2.4644,2.5676,-2.40182
1.5357,0.0,1.9077,2.7862,2.191,-1.6209,2.28057
0.0,1.1515,2.6979,1.9217,3.8159,2.0648,3.7579
1.8687,0.0,1.8292,2.8277,1.4449,-1.4946,1.58951
1.3219,0.0,1.796,2.7829,4.5217,-3.1716,4.4461
1.9436,0.0,1.7899,2.8143,1.2582,-1.4409,1.39
1.0648,0.0,1.9202,2.6757,4.5504,-2.2956,4.42085
0.61219,2.4156,1.997,0.0,-1.2575,4.7935,-1.28904
0.0,0.75707,2.4955,1.9904,4.3345,1.4153,4.10017
0.0,1.9565,2.603,0.92063,1.9752,4.7044,1.70849
1.8741,0.0,1.5105,2.7927,1.8498,-2.4656,1.85564
2.7416,1.2071,0.0,1.8586,-2.7889,-4.5969,-2.78866
1.3628,0.0,1.7926,2.7902,4.1353,-2.9973,4.20918
0.39891,0.0,1.9915,2.2414,3.9944,-0.64129,3.8464
2.5384,1.9979,0.0,1.0983,-2.1137,-0.91489,-2.23554
0.0,1.0326,2.4446,1.9727,1.8682,0.73522,1.83948
2.594,1.9983,0.0,1.1319,-2.3532,-1.0878,-2.40753
1.5766,2.8282,1.5445,0.0,-4.8319,4.7212,-4.44666
1.8915,0.0,1.3394,2.7562,2.0179,-3.1107,2.09888
1.8204,0.0,1.2503,2.7635,3.1993,-4.9175,3.2878
1.9724,0.0,0.10849,2.0449,0.21307,-4.7931,0.26724
2.7554,1.2424,0.0,1.8409,-2.9046,-4.5792,-2.91621
0.0,0.023379,1.9629,1.948,4.2429,0.039673,3.86879
1.9356,2.7745,1.5345,0.0,-2.0474,1.4692,-1.93723
2.8185,1.6858,0.0,1.4616,-4.5105,-3.8288,-4.53359
0.0,1.9677,2.5798,0.88732,1.8063,4.5371,1.5554
0.55812,0.7942,0.33676,0.0,-0.36313,0.20047,-0.1013
2.8015,1.4603,0.0,1.8054,-2.4647,-3.2029,-2.50205
0.0,1.8607,2.8117,1.9824,1.2292,1.0972,1.17113
1.5371,1.5769,0.096093,0.0,-1.3745,0.051313,-1.64865
0.17501,0.0,1.8282,1.9091,2.1556,-0.13402,2.84011
0.0,1.9916,2.4664,0.9626,0.81887,2.2065,0.78851
0.0,1.6728,2.8276,1.7283,2.4123,2.3116,2.23848
0.0,1.8663,2.7502,1.261,2.4792,3.9519,2.21918
0.0,0.56505,2.3865,1.9986,4.895,1.1815,4.24548
1.773,1.8319,0.13286,0.0,-1.9526,0.091843,-2.4336
2.7896,1.652,0.0,1.9499,-1.318,-1.7009,-1.32708
1.8177,2.7833,1.3569,0.0,-3.847,2.7155,-3.76828
0.0,1.4352,2.8117,1.7234,4.3143,3.4895,4.16791
0.0,1.9681,2.5791,0.88684,1.7973,4.5206,1.54944
1.8884,2.5372,1.5625,0.0,-1.1136,0.79406,-1.10769
0.0,1.7036,2.8122,1.4156,3.9613,4.8899,3.6937
0.0,1.7335,2.8277,1.6824,2.2527,2.3433,2.07458
1.4468,0.0,1.7337,2.8115,4.0467,-3.2733,4.16967
1.6656,0.0,1.5954,2.8274,3.0959,-3.2612,3.30966
0.8084,2.5392,1.9772,0.0,-1.7092,4.7581,-1.76442
2.6662,1.6392,0.0,1.9788,-0.88975,-1.242,-0.939
0.0,1.2814,2.6834,1.9779,2.3919,1.3266,2.27282
2.6357,1.9464,0.0,0.99419,-4.4107,-2.0162,-4.35198
1.9781,0.0,0.87712,2.5623,1.602,-4.1574,1.7242
1.7549,2.8179,1.5395,0.0,-3.0637,2.6048,-3.00013
0.0,1.9653,2.6306,1.0373,1.6504,3.5829,1.52375
2.514,1.1328,0.0,1.9882,-0.82659,-1.8759,-0.88113
0.0,0.038903,1.9718,1.9473,4.1159,0.063664,3.86842
0.37784,0.0,1.986,2.2166,3.7742,-0.56616,3.75438
1.6601,0.0,1.5216,2.8245,3.675,-4.0672,3.84392
1.9114,1.9106,0.0,0.0013464,-3.3639,-0.0017279,-3.54917
1.8725,2.734,1.198,0.0,-4.4006,2.6135,-4.17567
1.9656,0.024724,0.0,1.9498,-0.042665,-4.303,-0.02526
0.0,1.1763,2.7255,1.8806,4.4432,2.5721,4.22419
1.0487,0.0,1.9215,2.6703,4.6697,-2.3197,4.47357
2.7877,1.8893,0.0,1.5073,-2.3893,-1.7623,-2.36824
2.5346,1.9984,0.0,0.94688,-2.8649,-1.1085,-2.90739
2.6901,1.1048,0.0,1.9144,-2.2786,-4.3356,-2.25498
1.9764,0.0,1.3158,2.5495,0.81491,-1.5505,0.91678
1.3043,0.086982,0.0,1.2654,-0.043492,-1.0056,-0.01732
1.905,0.0,0.83334,2.2677,0.53606,-1.7358,0.61585
1.2324,2.4571,1.9355,0.0,-0.71452,1.4623,-0.77791
0.0,1.287,2.7572,1.8616,3.8167,2.4537,3.72979
1.5106,0.0,1.6433,2.8249,4.4181,-4.0112,4.40332
0.0,0.84433,2.4788,2.0,2.9578,1.0048,3.04388
0.0,0.13846,1.7432,1.6847,1.6624,0.083104,2.15486
1.9686,2.1034,0.22045,0.0,-3.8423,0.33393,-3.56847
2.3297,1.0668,0.0,1.8829,-0.60452,-1.4511,-0.6131
2.7617,1.9299,0.0,1.4543,-2.3162,-1.5725,-2.34583
1.6744,0.0,1.7108,2.8281,2.4724,-2.4046,2.53832
1.3531,0.0,1.7969,2.7878,4.1711,-2.9907,4.2325
1.9722,2.0499,0.11703,0.0,-4.7077,0.22506,-3.70243
1.647,1.4622,0.0,0.43063,-1.1131,-0.21675,-1.20995
2.7511,1.8394,0.0,1.2192,-4.8824,-3.0473,-4.76335
0.0,0.65233,2.4377,1.9958,4.6324,1.295,4.21296
1.9312,0.013426,0.0,1.9233,-0.018531,-3.573,-0.00567
0.77386,2.4992,1.9915,0.0,-1.3717,4.1363,-1.44992
1.5327,2.8226,1.6986,0.0,-3.149,3.5603,-3.21351
2.8248,1.7132,0.0,1.8194,-1.7834,-1.9423,-1.79772
1.9353,2.0499,0.20826,0.0,-3.0704,0.24048,-3.25915
2.2676,0.91744,0.0,1.8792,-0.5438,-1.5657,-0.60146
2.8265,1.7089,0.0,1.789,-1.9189,-2.0446,-1.91191
1.5211,0.0,1.6073,2.827,4.7717,-4.483,4.58438
0.085065,0.0,1.9703,2.0274,4.8619,-0.16982,3.91773
1.6962,0.0,1.5137,2.8215,3.2943,-3.7688,3.51073
2.588,1.9629,0.0,0.89542,-4.6733,-1.8929,-4.49538
0.0,0.69114,2.2695,1.9441,2.1321,0.54151,2.27838
0.0,2.0,2.3399,0.50209,1.0092,4.769,0.76426
0.013532,0.0,1.9577,1.9667,4.758,-0.026312,3.88656
2.8171,1.8374,0.0,1.6419,-2.1372,-1.8297,-2.14598
2.2411,0.36938,0.0,1.9958,-0.70619,-4.6271,-0.65017
1.6128,2.8275,1.677,0.0,-2.9018,3.0443,-2.91094
1.9876,0.0,0.3616,2.2127,0.57221,-3.9532,0.66624
2.2834,0.45291,0.0,1.9961,-0.75184,-4.0836,-0.74073
1.9547,2.6407,1.035,0.0,-3.8685,1.8105,-3.70849
1.5597,0.0,1.605,2.828,4.2067,-4.0704,4.24897
2.6409,1.9387,0.0,0.99045,-4.6985,-2.1656,-4.5446
0.0,1.589,2.8284,1.5753,4.1294,4.1707,3.99698
2.4418,1.9982,0.0,0.68881,-4.0439,-1.1686,-4.08133
1.9924,2.5114,1.0872,0.0,-2.0053,0.84819,-1.94025
0.37255,2.2159,1.9867,0.0,-0.57004,3.8416,-0.60537
1.9514,2.1593,0.39275,0.0,-2.8006,0.41062,-2.98192
2.2762,0.42369,0.0,1.9975,-0.78336,-4.4792,-0.73753
1.977,2.5465,0.82777,0.0,-4.5943,1.6858,-4.14603
0.40968,0.0,1.9638,2.1872,2.9668,-0.45976,3.35853
0.0,0.014659,1.9713,1.9614,4.9647,0.029971,3.93891
0.0,1.9958,2.5372,0.91824,1.1921,3.1287,1.16301
1.9876,0.0,0.85268,2.5371,1.4191,-3.8717,1.52523
0.43374,0.0,1.7091,1.8896,1.5085,-0.24453,1.67932
0.0,1.107,2.5841,1.9987,2.3951,1.0798,2.34856
2.6599,1.9402,0.0,1.0586,-4.076,-1.9907,-4.09602
2.8095,1.8518,0.0,1.5944,-2.2547,-1.8386,-2.24559
1.2799,2.7464,1.8858,0.0,-2.2014,3.5291,-2.29196
0.96372,0.0,1.9536,2.6198,4.4315,-1.9476,4.31911
1.697,2.8138,1.4236,0.0,-4.8832,3.999,-4.51392
1.641,2.8243,1.4962,0.0,-4.666,4.2002,-4.36906
0.011429,1.8653,1.8594,0.0,-0.011093,2.6639,-0.04469
1.5737,0.0,1.56,2.8284,4.5556,-4.601,4.44079
2.8176,1.4859,0.0,1.7143,-3.2631,-3.8627,-3.33054
2.8234,1.7471,0.0,1.6016,-2.7197,-2.435,-2.67648
2.7503,1.2202,0.0,1.8423,-2.9917,-4.8036,-2.9962
0.6713,2.4076,1.9999,0.0,-0.96959,3.5529,-1.04241
1.9231,0.0,1.5903,2.7899,1.4875,-1.9588,1.53706
2.5534,1.9906,0.0,1.2312,-1.7657,-0.85838,-1.89988
0.0,1.7855,2.8264,1.7022,1.9491,2.0817,1.80416
1.8831,0.0,0.20054,1.9823,0.17963,-2.4788,0.26435
1.975,0.0,1.5541,2.753,1.236,-1.7786,1.34302
1.7611,0.0,1.3384,2.7932,3.6256,-4.9567,3.68063
2.7461,1.9092,0.0,1.3282,-2.9824,-1.8819,-2.98365
1.7149,0.0,1.3953,2.8085,3.9548,-4.9976,3.95554
1.675,0.0,1.4934,2.3385,0.75211,-0.91966,0.82501
2.725,1.4088,0.0,1.9691,-1.3399,-2.1485,-1.38843
2.7693,1.2822,0.0,1.8213,-3.0074,-4.5172,-3.03479
1.9161,2.7245,1.2471,0.0,-3.3164,1.9499,-3.25364
1.8819,2.7287,1.1927,0.0,-4.2619,2.4955,-4.06956
0.51758,2.3061,1.9944,0.0,-0.74126,3.5926,-0.81135
1.2277,0.0,1.8685,2.7422,4.2005,-2.5631,4.24349
2.8132,1.8755,0.0,1.6632,-1.933,-1.6259,-1.97689
1.9976,0.0,0.48297,2.3047,0.80554,-4.0882,0.90608
2.7935,1.7673,0.0,1.3491,-4.6944,-3.4426,-4.65677
0.0,1.9036,2.0153,0.2192,0.21042,2.629,0.16242
0.0,1.0434,2.6388,1.9592,3.7019,1.7326,3.70009
0.0,1.8665,2.8284,1.867,1.403,1.4024,1.28927
1.8761,0.0,0.087401,1.9207,0.084396,-2.6506,0.13607
2.6034,1.2539,0.0,1.9998,-0.97453,-1.927,-1.02581
1.9696,0.0,0.89885,2.5814,1.7491,-4.3599,1.87268
0.90321,2.2418,1.8619,0.0,-0.52475,1.5279,-0.57455
0.0,1.8811,1.9089,0.053036,0.054229,2.7832,0.02461
2.8187,1.7574,0.0,1.9041,-1.414,-1.6019,-1.41208
0.0,1.9975,2.2607,0.39293,0.77015,4.7165,0.57689
