field1,field2,field3,field4,field5,field6,X_impact
2.4296,1.0021,0.0,1.9705,-0.71961,-1.8921,-0.74851
0.0,1.4491,2.7838,1.8709,2.7497,1.9769,2.68704
1.4741,2.816,1.7194,0.0,-3.2774,3.9281,-3.23269
1.8948,0.0,1.2558,2.7372,2.1592,-3.5606,2.18874
1.6517,0.0,1.5539,2.8265,3.5194,-3.7813,3.59086
1.2743,0.0,1.8607,2.755,3.9309,-2.5053,3.93085
2.7571,1.2519,0.0,1.8417,-2.8494,-4.4635,-2.86985
1.7924,2.2296,1.0552,0.0,-1.271,0.55381,-1.23073
0.0,1.9807,2.5452,0.83968,1.5872,4.3089,1.35635
2.7795,1.8017,0.0,1.31,-4.5586,-3.1534,-4.33966
1.7002,0.0,1.3481,2.282,0.67403,-0.9998,0.70952
2.8172,1.5677,0.0,1.7828,-2.3048,-2.717,-2.22615
1.9456,0.0,1.0328,2.6481,1.9554,-4.1276,1.95942
1.2683,0.0,1.7909,2.3201,1.1451,-0.64521,1.12963
0.0,1.8742,2.7935,1.5162,1.8398,2.442,1.60508
2.4569,0.68494,0.0,1.9941,-1.344,-4.5655,-1.30082
0.0,1.9908,2.5415,0.88592,1.327,3.5318,1.12287
1.1639,1.4449,0.56095,0.0,-0.77341,0.28819,-0.68156
2.6066,1.9705,0.0,0.97924,-3.7728,-1.6322,-3.64037
1.6787,2.8186,1.455,0.0,-4.7124,4.0032,-4.47168
0.0,1.9022,2.7873,1.5309,1.6568,2.2353,1.45255
1.811,0.0,1.3931,2.7907,2.6484,-3.632,2.701
1.6581,0.0,1.7125,2.8277,2.5582,-2.4545,2.52241
2.7972,1.8776,0.0,1.5464,-2.3099,-1.7744,-2.27674
1.9938,0.0,0.35521,2.2268,0.65463,-4.4912,0.59669
2.414,1.9998,0.0,0.65603,-3.8904,-1.0559,-3.70681
1.9089,2.827,1.8616,0.0,-1.3575,1.3019,-1.41808
1.9229,0.0,1.454,2.765,1.6177,-2.3649,1.58611
2.5257,1.9844,0.0,0.80392,-4.3765,-1.5358,-4.02798
1.949,0.0,1.0134,2.6393,1.9352,-4.1778,1.93751
1.9107,0.12095,0.0,1.8521,-0.10353,-2.3869,-0.17205
0.0,1.4929,2.8029,1.8199,2.8943,2.2523,2.85257
0.69627,0.0,1.935,2.2575,2.0586,-0.52511,2.24103
2.2755,1.997,0.0,0.4274,-4.3741,-0.76841,-3.91087
1.8619,0.0,1.7211,2.8213,1.6051,-1.8019,1.57054
1.1232,0.0,1.9987,2.5889,2.3546,-1.0773,2.39651
1.0739,0.0,1.909,2.6849,4.7734,-2.4609,4.61571
1.9695,0.0,0.11754,2.0464,0.21677,-4.5439,0.14526
1.9879,2.5087,0.7765,0.0,-4.3672,1.4708,-4.11899
2.7419,1.2781,0.0,1.8951,-2.1075,-3.4174,-2.08755
1.8901,2.7336,1.2298,0.0,-3.8134,2.2783,-3.74448
0.35725,2.2246,1.9928,0.0,-0.63712,4.3687,-0.54021
2.207,1.9838,0.0,0.36841,-3.7162,-0.54135,-3.64421
0.0,1.7406,2.808,1.4237,3.3312,4.2106,3.28444
1.9617,2.1377,0.31008,0.0,-3.2483,0.38541,-3.39429
2.1128,0.99425,0.0,1.6958,-0.50545,-1.1595,-0.5514
1.2339,2.7214,1.9161,0.0,-1.9724,3.3898,-1.86851
1.985,2.63,1.1272,0.0,-2.7408,1.3147,-2.56911
1.9416,1.9935,0.086854,0.0,-3.6757,0.12415,-3.62203
1.732,2.813,1.4591,0.0,-3.9389,3.2187,-3.9091
0.0,1.9755,2.5738,0.89938,1.6313,4.1147,1.43218
1.2024,2.7383,1.8645,0.0,-2.7179,4.5232,-2.65249
0.0,1.9966,2.4596,0.7138,1.233,4.089,1.00612
1.37,0.0,1.7629,2.7974,4.5079,-3.3686,4.45746
1.7969,0.0,1.4216,2.7979,2.6844,-3.5616,2.73465
0.0,1.8401,2.7707,1.3205,2.5928,3.8521,2.5146
0.79719,0.0,1.8555,2.1931,1.599,-0.47607,1.64637
1.5824,0.0,1.5959,2.3375,0.83271,-0.82025,0.81966
2.6211,1.9846,0.0,1.0945,-2.8622,-1.3349,-2.79229
0.0,1.9661,2.5903,0.91302,1.7968,4.3869,1.60076
1.9825,0.0,0.23557,2.1355,0.42405,-4.4344,0.35001
1.7142,2.8155,1.4622,0.0,-4.1188,3.4211,-4.05988
0.0,1.9782,2.6071,1.0141,1.478,3.3599,1.2899
0.0,1.6257,2.825,1.4923,4.5172,4.9752,4.38201
0.0,1.448,2.8112,1.7371,3.9924,3.2233,4.08879
0.0,0.24485,2.114,1.9672,3.671,0.35148,3.55353
0.0,0.34215,2.18,1.977,3.5606,0.47639,3.53853
0.67925,0.0,1.9652,2.301,2.3548,-0.59555,2.58657
1.9998,2.3771,0.60394,0.0,-3.8377,0.94823,-3.72206
1.7082,0.0,1.4393,2.814,3.6775,-4.4794,3.70194
0.0,1.2541,2.7602,1.8334,4.5993,2.9643,4.53517
2.48,0.76401,0.0,1.9963,-1.2231,-3.8108,-1.21566
1.3735,0.0,1.7362,2.8025,4.9281,-3.774,4.75486
0.0,1.3419,2.6969,1.9796,2.211,1.2848,2.13235
1.9486,1.9461,0.0,0.0039386,-4.3026,-0.0067954,-3.87328
2.8189,1.7947,0.0,1.6019,-2.482,-2.1381,-2.40862
2.8228,1.707,0.0,1.838,-1.7188,-1.9109,-1.70687
0.77734,2.5111,1.9868,0.0,-1.4974,4.428,-1.39863
2.486,0.83365,0.0,1.9995,-1.0664,-3.1405,-1.07297
1.2346,0.0,1.8902,2.7346,3.7766,-2.2644,3.76706
0.0,1.9057,2.7141,1.1796,2.2093,3.9152,2.11591
0.0,1.9409,2.7675,1.5123,1.4569,2.0778,1.28239
2.3629,1.9899,0.0,0.69253,-2.7706,-0.73957,-2.84735
1.3671,0.0,1.7927,2.7909,4.0911,-2.9743,4.10265
1.7396,0.0,1.4287,2.8087,3.3129,-4.169,3.39189
0.0,1.4515,2.8165,1.6968,4.4869,3.7492,4.50052
1.2011,2.6883,1.953,0.0,-1.6305,3.0183,-1.52209
1.9471,2.8283,1.955,0.0,-1.123,1.1314,-1.16086
0.91049,2.6016,1.9546,0.0,-2.0378,4.8847,-1.94049
0.0,1.9745,2.1556,0.3022,0.43267,3.6524,0.33406
2.7329,1.276,0.0,1.9127,-1.9345,-3.2041,-1.89986
0.0,0.28452,2.1811,1.9909,4.7464,0.55692,3.88822
1.937,0.0,0.026884,1.9534,0.040657,-3.8542,-0.01013
2.4941,0.79382,0.0,1.9956,-1.238,-3.7118,-1.23286
0.0,1.9194,2.7784,1.5165,1.5754,2.1873,1.3851
2.8016,1.5088,0.0,1.8365,-2.0957,-2.7014,-2.03073
0.81531,0.0,1.9993,2.4814,3.2422,-1.0808,3.37998
2.1117,1.9508,0.0,0.29124,-3.0817,-0.33924,-3.3729
0.0,1.9767,2.5304,1.2587,0.80296,1.6158,0.75131
0.0,0.25806,1.8727,1.7616,1.7863,0.16466,2.07059
1.8014,1.958,0.36059,0.0,-1.8238,0.23517,-2.0422
2.4391,1.0226,0.0,1.9717,-0.72917,-1.8738,-0.75803
1.4201,0.0,1.7942,2.7983,3.6019,-2.7181,3.65548
1.2673,0.0,1.9956,2.6456,2.1356,-1.1255,2.16981
0.92318,2.3537,1.9424,0.0,-0.62528,1.8106,-0.71653
2.8269,1.5672,0.0,1.6533,-3.4032,-3.6256,-3.47289
1.6525,2.8245,1.5129,0.0,-4.2691,3.8557,-4.17662
2.5286,0.79751,0.0,1.9814,-1.6189,-4.6084,-1.57486
2.7988,1.3579,0.0,1.746,-3.7342,-4.971,-3.59976
1.9201,2.1012,0.36342,0.0,-2.4912,0.33008,-2.80732
0.0,1.4147,2.8108,1.7135,4.7329,3.8019,4.69151
0.0,1.9808,2.4616,1.0322,0.76712,1.9419,0.66629
1.9787,2.5469,0.83583,0.0,-4.4418,1.6375,-4.1968
0.86107,0.0,1.9995,2.4959,3.0416,-1.0648,3.1738
1.9768,0.0,0.84428,2.386,0.69863,-2.1954,0.63505
1.9889,0.0,0.78826,2.5109,1.4343,-4.2158,1.41602
2.8164,1.7162,0.0,1.4749,-3.9569,-3.3115,-3.949
0.0,0.94401,2.5566,1.9925,3.1884,1.2632,3.21756
1.0285,2.6249,1.9679,0.0,-1.621,3.5639,-1.54604
2.0217,1.8838,0.0,0.28697,-2.3292,-0.24026,-2.84901
0.0,0.6407,1.6688,1.3776,0.94384,0.32091,0.82548
2.6903,1.1459,0.0,1.9312,-1.9547,-3.6734,-1.95987
1.939,0.0,1.501,2.7663,1.4768,-2.12,1.43536
0.0,1.9662,2.0727,0.1709,0.27313,4.0248,0.16862
0.2418,0.0,1.9792,2.1329,4.1967,-0.40767,3.74041
1.7777,2.8183,1.573,0.0,-2.7169,2.3234,-2.57247
1.9989,2.375,0.54501,0.0,-4.9877,1.1618,-4.25463
0.0,0.13197,2.0455,1.9626,4.1145,0.21627,3.72805
1.949,2.6421,1.0226,0.0,-4.1088,1.9191,-4.00467
2.783,1.8376,0.0,1.3865,-3.3905,-2.4019,-3.40888
1.3809,0.2395,0.0,1.2724,-0.11982,-0.96511,-0.11299
1.9476,0.37108,0.0,1.788,-0.2355,-1.7681,-0.32862
1.8631,2.7745,1.3812,0.0,-3.1673,2.1816,-3.04126
0.0,1.984,2.1867,0.32659,0.51384,3.9436,0.38676
1.9956,0.0,1.665,2.7525,1.0698,-1.4471,1.06136
1.4134,0.0,0.67092,1.7146,0.33563,-0.96944,0.32725
1.6542,0.059776,0.0,1.6293,-0.034584,-1.5819,-0.04196
1.8101,0.0,1.398,2.7916,2.6391,-3.6036,2.69166
1.9978,2.5197,0.89317,0.0,-3.0967,1.1378,-3.04303
2.7949,1.9789,0.0,1.7639,-1.3882,-1.1425,-1.32965
2.5139,0.89401,0.0,1.9988,-1.0996,-3.0104,-1.11605
1.6547,2.8232,1.4912,0.0,-4.5408,4.0311,-4.36349
1.4664,0.0,1.6991,2.8175,4.2633,-3.594,4.26309
0.0,1.9592,2.2242,0.51402,0.50167,2.62,0.43369
1.9523,0.0,0.74509,2.3033,0.58251,-2.1155,0.52768
0.0,1.3748,2.7872,1.8137,3.7485,2.6905,3.83454
0.88421,2.5779,1.9684,0.0,-1.7965,4.5327,-1.72243
1.8225,2.7655,1.2639,0.0,-4.7035,3.0854,-4.43216
0.98432,0.0,1.9434,2.6353,4.5979,-2.0929,4.4855
1.6265,2.8257,1.5093,0.0,-4.6764,4.2949,-4.44701
0.0,1.7896,2.8244,1.669,2.005,2.2038,1.75592
1.909,2.6835,1.0686,0.0,-4.8299,2.4791,-4.47441
1.9998,2.45,0.74668,0.0,-3.4381,1.0498,-3.42886
1.4744,1.6588,0.43149,0.0,-1.1279,0.21759,-1.07474
2.6462,1.9531,0.0,1.049,-3.8175,-1.8133,-3.69541
2.8277,1.642,0.0,1.6993,-2.6011,-2.7162,-2.55528
1.4277,0.60758,0.0,1.1124,-0.31663,-0.72011,-0.29561
0.0,1.6466,2.8233,1.4844,4.2362,4.7658,4.16636
1.9797,0.0,1.2839,2.6817,1.3077,-2.3608,1.2497
0.0,1.5674,2.7931,1.9028,2.1162,1.6117,1.99587
0.0,1.6122,2.8283,1.6338,3.3379,3.2852,3.34065
1.9213,2.6627,1.022,0.0,-4.9534,2.4051,-4.53898
1.7586,0.0,1.4417,2.8073,3.0048,-3.8048,3.0905
0.11947,0.0,1.9595,2.0342,4.0692,-0.19314,3.78291
0.42779,0.43048,0.0036311,0.0,-0.30575,0.0022102,-0.06846
0.0,0.95713,2.6222,1.9487,4.6642,2.0536,4.45014
0.42184,0.0,1.9973,2.274,4.4516,-0.77406,4.00458
1.7722,2.042,0.64732,0.0,-1.501,0.36624,-1.48009
1.4842,2.8021,1.8181,0.0,-2.2891,2.956,-2.14665
2.8254,1.6803,0.0,1.5617,-3.4493,-3.1596,-3.52183
1.961,0.0,0.17993,2.0702,0.26727,-3.7861,0.20599
1.6491,2.8249,1.5157,0.0,-4.2732,3.8771,-4.18166
0.0,2.0,2.5797,1.1615,0.98904,2.1223,0.84617
0.0,1.9907,2.4246,0.85146,0.78815,2.4097,0.65231
2.2882,0.53468,0.0,1.9862,-0.64884,-3.1309,-0.6901
1.2625,2.7572,1.8475,0.0,-2.7203,4.251,-2.65433
2.8284,1.6093,0.0,1.5968,-3.6937,-3.6599,-3.7326
2.7525,1.8386,0.0,1.2245,-4.8348,-3.0318,-4.51735
1.9421,0.25001,0.0,1.8287,-0.18284,-2.0591,-0.27255
2.5925,1.9884,0.0,1.0249,-3.0164,-1.3079,-2.96498
1.2326,0.0,0.37097,1.407,0.18673,-0.88592,0.17483
0.0,1.6223,1.7071,0.20454,0.11326,1.4733,0.14892
2.2634,0.5802,0.0,1.966,-0.55678,-2.5677,-0.62222
2.5563,0.91853,0.0,1.9892,-1.3438,-3.4426,-1.35227
0.13115,2.0184,1.9419,0.0,-0.17581,3.4821,-0.15145
1.8964,0.0,1.1986,2.7234,2.2818,-3.941,2.32555
2.7356,1.2269,0.0,1.884,-2.3612,-3.9355,-2.39501
0.0,0.59489,1.9296,1.6831,1.3561,0.31747,1.26272
1.3914,0.0,1.8308,2.7856,3.4294,-2.4536,3.47179
2.1085,1.9725,0.0,0.21833,-4.0123,-0.34836,-3.71627
2.8074,1.5513,0.0,1.8352,-2.0127,-2.5113,-1.94735
1.8621,2.755,1.2769,0.0,-3.8886,2.4797,-3.81715
1.0254,0.0,1.9737,2.4439,1.8856,-0.73658,1.95096
1.6878,0.0,1.4499,2.8173,3.9033,-4.6442,3.8833
1.0605,2.6659,1.9329,0.0,-2.0987,4.2468,-2.04034
2.0,0.0,0.77165,2.4544,1.018,-3.2526,1.00283
0.88012,0.80477,0.0,0.12925,-0.5735,-0.070277,-0.43224
2.1502,1.9398,0.0,0.4127,-2.5968,-0.39495,-2.91455
0.29781,2.1847,1.9895,0.0,-0.5486,4.5064,-0.46033
0.1993,0.0,1.9649,2.0864,3.8206,-0.29953,3.64814
0.0,1.8743,2.2688,0.93571,0.54705,1.5356,0.51755
2.2158,0.68634,0.0,1.9082,-0.479,-1.9147,-0.52269
1.9842,2.1717,0.29632,0.0,-4.1358,0.4926,-3.7776
2.793,1.5235,0.0,1.8803,-1.7924,-2.38,-1.75484
1.7264,0.0,1.4488,2.8127,3.3538,-4.1162,3.43434
1.469,0.0,2.0,2.6723,1.6173,-0.99288,1.69011
1.9221,2.7038,1.1756,0.0,-3.6492,2.0125,-3.58667
0.0,0.49579,2.2743,1.9873,3.314,0.64191,3.44696
1.5729,2.8284,1.5882,0.0,-4.168,4.2148,-4.07452
0.0,1.225,2.7096,1.9323,3.2074,1.8168,3.17165
2.6742,1.3263,0.0,1.9909,-1.1761,-2.0963,-1.19872
2.7583,1.8479,0.0,1.2684,-4.189,-2.6915,-4.06898
1.9165,2.101,0.37435,0.0,-2.4362,0.33155,-2.74376
2.6558,1.9735,0.0,1.1583,-2.8568,-1.4406,-2.77205
0.7194,0.0,1.995,2.3911,2.8777,-0.80829,3.09667
1.4859,0.0,1.8503,2.7952,2.7213,-2.05,2.70618
0.0,1.8423,2.0976,0.59275,0.37531,1.742,0.37854
1.4737,1.7782,0.69374,0.0,-1.0245,0.34699,-0.97663
0.81056,0.0,1.9927,2.5097,3.8283,-1.3177,3.91172
1.596,1.8213,0.53952,0.0,-1.2449,0.27835,-1.18827
2.8212,1.8254,0.0,1.6708,-2.0742,-1.834,-2.04249
0.0,0.7591,2.4796,1.996,3.8725,1.2381,3.82591
1.6506,2.8243,1.5055,0.0,-4.3926,3.9518,-4.26578
0.0,1.9886,2.2939,0.53242,0.67096,3.23,0.53817
1.9793,0.12655,0.0,1.9112,-0.13895,-2.9512,-0.21718
0.30291,0.0,1.9895,2.1873,4.465,-0.5521,3.83818
1.1862,0.0,1.8776,2.7291,4.4106,-2.5814,4.3649
0.0,1.7198,2.8075,1.3933,3.8863,4.9372,3.7621
2.6787,1.0596,0.0,1.9129,-2.4398,-4.8127,-2.43363
1.7251,0.0,1.4668,2.8147,3.2549,-3.9394,3.34148
1.3112,0.0,1.812,2.7771,4.3677,-2.9963,4.33434
0.0,1.3995,2.8024,1.7572,4.2522,3.2613,4.33061
2.4542,1.9963,0.0,0.69796,-4.22,-1.2489,-3.90467
2.5615,1.9746,0.0,0.85993,-4.4515,-1.699,-4.08884
2.2157,0.33945,0.0,1.9929,-0.62763,-4.5085,-0.60791
0.0,1.9524,2.0081,0.090018,0.14177,3.9837,0.06236
0.0,1.5545,2.8248,1.6859,3.4692,3.1478,3.50441
1.9935,2.2089,0.32283,0.0,-4.7087,0.62769,-3.97858
1.9699,2.0475,0.11849,0.0,-4.5549,0.21914,-3.78717
0.0,0.81731,2.5481,1.9731,4.9047,1.7955,4.4619
0.63358,0.0,1.9865,2.3297,2.8338,-0.68955,3.10544
2.8051,1.8057,0.0,1.4885,-3.023,-2.3741,-3.02381
0.69174,2.4682,1.991,0.0,-1.4491,4.8176,-1.30349
2.6914,1.9678,0.0,1.2674,-2.5651,-1.4301,-2.4998
1.1201,0.0,1.9159,2.6933,4.1718,-2.2161,4.16487
1.1996,0.0,1.9322,2.7034,3.3417,-1.8549,3.3601
0.0,1.8753,2.1418,0.60497,0.40642,1.8553,0.40128
2.113,1.9813,0.0,0.19956,-4.6261,-0.37708,-3.83381
2.7762,1.853,0.0,1.373,-3.3186,-2.2941,-3.32597
1.9651,0.0,1.9028,2.8239,1.1293,-1.197,1.06894
1.5608,2.7675,1.9579,0.0,-1.3308,1.8637,-1.40152
1.4691,0.0,1.8379,2.7958,2.8937,-2.1778,2.9013
1.4342,0.0,1.7261,2.8112,4.2879,-3.458,4.28817
2.6159,0.98284,0.0,1.9634,-1.7458,-3.9688,-1.76114
0.0,1.9973,2.4717,0.75369,1.1891,3.7721,0.96571
1.3884,0.0,1.3543,2.0678,0.71634,-0.74616,0.75762
2.6976,1.9448,0.0,1.2119,-3.0909,-1.704,-3.06037
1.9833,2.5317,0.81465,0.0,-4.3595,1.5527,-4.13527
0.0,1.5534,2.8248,1.6848,3.4885,3.1655,3.52787
0.85582,2.5601,1.9745,0.0,-1.7052,4.4863,-1.62918
1.8826,2.7463,1.2733,0.0,-3.6174,2.2527,-3.55658
2.7959,1.4628,0.0,1.8334,-2.2276,-2.962,-2.18517
0.47533,0.0,1.9996,2.3164,4.5978,-0.91182,4.12833
0.0,1.8003,2.4432,1.5182,0.75978,1.0279,0.80996
2.8228,1.6936,0.0,1.5297,-3.6351,-3.2205,-3.68619
0.93654,2.5355,1.9976,0.0,-1.1361,2.9531,-1.0936
0.55657,1.8899,1.6592,0.0,-0.29486,1.3364,-0.33865
2.8284,1.6146,0.0,1.596,-3.6563,-3.6067,-3.70539
1.9161,2.7411,1.3213,0.0,-2.9413,1.8318,-2.79286
0.0,0.48865,2.3306,2.0,4.7727,0.98147,4.14961
1.9977,2.4075,0.60147,0.0,-4.7579,1.2226,-4.20821
2.7605,1.8682,0.0,1.3153,-3.5223,-2.298,-3.52598
0.0,1.9683,2.5747,0.87489,1.8122,4.6151,1.58408
2.4413,1.9986,0.0,0.69442,-3.9443,-1.1441,-3.74078
0.47451,0.0,1.9954,2.2905,3.8867,-0.74387,3.83583
0.0,1.7366,2.8047,1.3907,3.6255,4.6775,3.54041
1.9744,0.0,1.1416,2.65,1.4407,-2.9028,1.4008
0.96758,0.0,1.9261,2.3463,1.6833,-0.61377,1.733
1.878,0.0,1.3751,2.7684,2.0659,-3.0574,2.05054
1.3215,2.7541,1.8879,0.0,-2.0872,3.2491,-1.96027
0.0,1.738,2.8185,1.8933,1.6753,1.4704,1.53648
0.29856,0.0,1.9895,2.185,4.4962,-0.54854,3.84308
1.0488,0.0,1.9169,2.6733,4.806,-2.4021,4.63073
0.0,1.9767,2.5412,0.81204,1.7151,4.7505,1.44918
2.4448,0.65561,0.0,1.994,-1.3647,-4.818,-1.30718
0.0,1.0386,2.6712,1.9156,4.9569,2.4599,4.69957
1.3208,2.7465,1.905,0.0,-1.9304,3.0626,-1.80663
1.9869,0.0,0.22083,2.136,0.44757,-4.9042,0.35965
0.0,1.0718,2.6674,1.9352,4.1013,2.04,4.14542
1.3849,0.0,1.7896,2.7942,3.9621,-2.9261,3.9832
0.0,1.9982,2.3915,0.67729,0.87032,3.2276,0.69722
0.0,0.42597,2.1846,1.958,2.8178,0.44986,3.07674
0.0,2.0,2.403,0.64374,1.0127,3.8245,0.80782
1.794,1.8342,0.088115,0.0,-2.0977,0.065457,-2.71357
0.0,0.21395,1.1787,1.0714,0.77847,0.1096,0.60769
2.5982,1.9836,0.0,1.0136,-3.2063,-1.3926,-3.1599
2.7638,1.9723,0.0,1.5926,-1.7188,-1.2367,-1.72044
0.65659,0.0,1.9962,2.3721,3.1496,-0.81604,3.3934
1.8677,1.8496,0.0,0.036215,-2.5261,-0.033041,-3.27243
1.6977,0.0,1.5408,2.8232,3.1112,-3.4946,3.18335
0.0,1.0923,2.6931,1.9035,4.735,2.4957,4.60967
2.4224,1.9956,0.0,0.61525,-4.9867,-1.3251,-4.21883
0.042063,0.0,1.9019,1.925,3.0755,-0.048462,3.60661
2.1481,0.3233,0.0,1.9642,-0.40388,-3.2595,-0.49051
0.14943,0.0,1.9613,2.0537,3.9608,-0.23409,3.71263
0.236,2.0642,1.9358,0.0,-0.26466,2.9936,-0.25603
1.9793,2.3651,0.77172,0.0,-2.3647,0.68896,-2.32887
2.0017,1.7203,0.0,0.67942,-1.3729,-0.36544,-1.53475
2.7068,1.3433,0.0,1.9714,-1.3547,-2.2977,-1.36212
0.0,1.9993,2.3987,0.60642,1.1089,4.3523,0.88194
0.0,0.19363,2.1161,1.9849,4.9667,0.39781,3.83097
1.2086,2.7463,1.8467,0.0,-2.9774,4.8438,-2.88563
0.0,1.6488,2.8264,1.7395,2.4927,2.3254,2.31041
2.5141,0.83543,0.0,1.9942,-1.2644,-3.5957,-1.26413
1.8789,2.8134,1.6699,0.0,-1.9021,1.6032,-1.90407
0.54593,0.0,1.9991,2.374,4.9209,-1.1455,4.34423
1.7335,2.8145,1.4762,0.0,-3.7531,3.101,-3.74132
2.788,1.7924,0.0,1.3482,-4.2879,-3.0755,-4.15693
2.452,1.9953,0.0,0.68278,-4.4474,-1.2978,-4.02065
1.5852,0.0,1.5613,2.8283,4.3498,-4.4261,4.32025
2.8269,1.5895,0.0,1.6742,-3.0535,-3.2517,-3.13605
0.0,1.0912,2.6967,1.8961,4.9563,2.6327,4.74383
0.0,1.082,2.6832,1.9158,4.5077,2.3203,4.45519
1.8665,0.0,1.3521,2.7681,2.2201,-3.3048,2.23918
0.038894,0.0,1.959,1.9845,4.6105,-0.072869,3.93613
1.6633,2.8284,1.6562,0.0,-2.8005,2.7858,-2.70058
1.6819,0.0,1.5069,2.8222,3.5124,-3.9939,3.58295
1.9141,0.0,1.4244,2.7633,1.7107,-2.5331,1.67933
0.079943,2.0152,1.9631,0.0,-0.14546,4.4961,-0.10769
2.8061,1.7431,0.0,1.4108,-4.3242,-3.3828,-4.20262
0.0,1.9443,2.3674,0.95281,0.63896,1.7858,0.57528
1.2688,0.0,1.944,2.7122,2.8545,-1.6489,2.85829
0.0,0.89216,2.5872,1.9626,4.7136,1.9039,4.42429
2.2795,1.9753,0.0,0.57447,-2.7376,-0.59498,-2.88513
2.814,1.4524,0.0,1.7192,-3.424,-4.1676,-3.4566
1.8687,0.0,1.1924,2.7343,2.6938,-4.5377,2.76114
0.29972,0.0,1.9413,2.1019,2.8954,-0.32403,3.22978
2.7648,1.8251,0.0,1.2647,-4.6431,-3.0404,-4.39737
0.0,1.9656,2.5862,0.89913,1.8291,4.5228,1.61919
2.0,0.0,0.7423,2.4416,1.0082,-3.3452,0.99426
0.28782,0.0,1.9823,2.1633,4.078,-0.47019,3.72472
0.0,0.74702,2.4732,1.9964,3.902,1.2268,3.84562
1.9059,2.1198,0.45235,0.0,-2.2198,0.36245,-2.43218
1.83,0.0,1.7908,2.8278,1.6152,-1.6685,1.58505
1.8372,0.0,1.2702,2.7621,2.8315,-4.3559,2.90748
1.932,2.7205,1.2696,0.0,-2.9978,1.7598,-2.84
0.0,1.7642,2.7694,1.9988,1.2816,1.0277,1.28501
0.0,0.78984,2.4699,1.9995,3.3126,1.0697,3.35516
1.6018,2.8222,1.7618,0.0,-2.339,2.6431,-2.20161
1.9118,2.6946,1.1157,0.0,-4.3032,2.2894,-4.14046
2.4041,1.901,0.0,1.2046,-1.3877,-0.66956,-1.51806
0.0,1.9669,2.0555,0.13898,0.23731,4.2574,0.12915
1.9529,0.0,0.077337,2.0013,0.12528,-4.0793,0.05127
0.0,1.575,2.8282,1.6072,3.9775,3.885,4.03427
1.2335,0.0,1.9706,2.6796,2.6381,-1.424,2.63017
1.6066,2.8141,1.8331,0.0,-1.9153,2.2891,-1.88637
0.0,1.9991,2.4604,0.75441,1.0992,3.5349,0.87665
0.17641,2.0982,1.9805,0.0,-0.3447,4.763,-0.26757
0.0,1.6276,2.8284,1.6393,3.1614,3.1341,3.12007
1.3403,2.7349,1.9347,0.0,-1.653,2.6736,-1.57585
1.959,0.0,1.201,2.6828,1.567,-2.9273,1.53944
0.0,1.6054,2.8275,1.6695,3.1511,3.0044,3.1119
1.7576,0.0,1.501,2.814,2.7376,-3.3182,2.77533
0.0,1.9037,2.7306,1.2453,2.0852,3.5011,1.95771
1.9415,0.0,1.0572,2.6585,1.9739,-4.054,1.97909
0.0,1.7037,2.813,1.4236,3.8854,4.7693,3.80013
0.0,1.3831,2.7517,1.921,2.6344,1.7107,2.53008
0.0025651,1.9604,1.9586,0.0,-0.005181,4.9139,-0.01982
0.0,1.4436,2.8138,1.7134,4.3512,3.5687,4.39878
2.4038,0.66117,0.0,1.9999,-0.97132,-3.6074,-0.95905
2.8198,1.4544,0.0,1.6648,-4.2509,-4.9535,-4.00464
0.0,1.503,2.817,1.734,3.5075,2.9534,3.56013
0.0,0.85239,2.5166,1.9952,3.4459,1.2286,3.48083
1.8514,0.0,0.03692,1.8698,0.03388,-2.5387,-0.00827
2.1515,0.59529,0.0,1.8861,-0.41222,-1.9147,-0.4762
1.955,2.1892,0.44825,0.0,-2.714,0.45344,-2.95778
1.9904,2.2374,0.39693,0.0,-3.9333,0.62625,-3.76815
2.8001,1.7685,0.0,1.3978,-4.1136,-3.1219,-4.05382
1.9626,0.0042761,0.0,1.9597,-0.0087316,-4.9596,-0.05237
2.8146,1.7735,0.0,1.5287,-3.0048,-2.4965,-3.01077
0.23852,0.0,1.9461,2.0794,3.1648,-0.28608,3.40137
0.0,1.6609,2.8276,1.5975,3.1261,3.2766,3.09312
1.0847,0.0,1.9842,2.6189,2.9074,-1.3454,2.96914
1.4876,0.0,1.7235,2.8168,3.7495,-3.1486,3.79297
1.9362,2.7094,1.2352,0.0,-3.1022,1.7626,-2.95274
0.93781,2.5716,1.9849,0.0,-1.418,3.5207,-1.34813
0.49118,2.2382,1.9721,0.0,-0.53999,2.8982,-0.53394
2.5659,1.9852,0.0,0.92249,-3.5876,-1.4221,-3.4764
1.4179,1.4984,0.1889,0.0,-1.153,0.095557,-1.1472
1.4677,2.8174,1.7016,0.0,-3.5497,4.2148,-3.49117
0.0,1.5258,2.809,1.8089,2.7889,2.2445,2.71166
0.0,1.0377,2.6534,1.9407,4.2219,2.0231,4.21854
1.8756,2.7438,1.2479,0.0,-3.9078,2.4041,-3.83372
1.9972,2.4278,0.78827,0.0,-2.7897,0.86278,-2.73985
0.0,1.6586,2.8151,1.8619,1.9932,1.6912,1.83477
0.0,1.9014,2.7002,1.1152,2.4546,4.5588,2.34806
1.9516,0.0,0.025589,1.9681,0.044996,-4.3714,-0.00726
1.9496,2.6787,1.154,0.0,-3.294,1.7202,-3.19327
